demography_id	target_allele_frequency	statistic_scope	metric	statistic	threshold_years	n_neutral	mean_loo_p	fraction_loo_p_lt_0_05	ks_uniform_p	calibration_note
eas_phlash_median	0.3	region_mean	normalized_cdf_area	cdf_area_hom_alt	0	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
eas_phlash_median	0.3	region_mean	normalized_cdf_area	cdf_area_hom_alt_minus_hom_ref	0	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
eas_phlash_median	0.3	region_mean	normalized_cdf_area	cdf_area_hom_ref	0	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
eas_phlash_median	0.3	region_mean	normalized_cdf_area	cdf_area_overall	0	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
eas_phlash_median	0.3	region_mean	p_tmrca_lt_threshold	p_heterozygous	1000	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
eas_phlash_median	0.3	region_mean	p_tmrca_lt_threshold	p_heterozygous	4500	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
eas_phlash_median	0.3	region_mean	p_tmrca_lt_threshold	p_heterozygous	10000	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
eas_phlash_median	0.3	region_mean	p_tmrca_lt_threshold	p_heterozygous	20000	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
eas_phlash_median	0.3	region_mean	p_tmrca_lt_threshold	p_heterozygous	30000	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
eas_phlash_median	0.3	region_mean	p_tmrca_lt_threshold	p_heterozygous	40000	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
eas_phlash_median	0.3	region_mean	p_tmrca_lt_threshold	p_heterozygous	50000	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
eas_phlash_median	0.3	region_mean	p_tmrca_lt_threshold	p_hom_alt	1000	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
eas_phlash_median	0.3	region_mean	p_tmrca_lt_threshold	p_hom_alt	4500	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
eas_phlash_median	0.3	region_mean	p_tmrca_lt_threshold	p_hom_alt	10000	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
eas_phlash_median	0.3	region_mean	p_tmrca_lt_threshold	p_hom_alt	20000	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
eas_phlash_median	0.3	region_mean	p_tmrca_lt_threshold	p_hom_alt	30000	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
eas_phlash_median	0.3	region_mean	p_tmrca_lt_threshold	p_hom_alt	40000	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
eas_phlash_median	0.3	region_mean	p_tmrca_lt_threshold	p_hom_alt	50000	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
eas_phlash_median	0.3	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	1000	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
eas_phlash_median	0.3	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	4500	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
eas_phlash_median	0.3	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	10000	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
eas_phlash_median	0.3	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	20000	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
eas_phlash_median	0.3	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	30000	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
eas_phlash_median	0.3	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	40000	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
eas_phlash_median	0.3	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	50000	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
eas_phlash_median	0.3	region_mean	p_tmrca_lt_threshold	p_hom_ref	1000	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
eas_phlash_median	0.3	region_mean	p_tmrca_lt_threshold	p_hom_ref	4500	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
eas_phlash_median	0.3	region_mean	p_tmrca_lt_threshold	p_hom_ref	10000	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
eas_phlash_median	0.3	region_mean	p_tmrca_lt_threshold	p_hom_ref	20000	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
eas_phlash_median	0.3	region_mean	p_tmrca_lt_threshold	p_hom_ref	30000	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
eas_phlash_median	0.3	region_mean	p_tmrca_lt_threshold	p_hom_ref	40000	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
eas_phlash_median	0.3	region_mean	p_tmrca_lt_threshold	p_hom_ref	50000	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
eas_phlash_median	0.3	region_mean	p_tmrca_lt_threshold	p_overall	1000	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
eas_phlash_median	0.3	region_mean	p_tmrca_lt_threshold	p_overall	4500	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
eas_phlash_median	0.3	region_mean	p_tmrca_lt_threshold	p_overall	10000	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
eas_phlash_median	0.3	region_mean	p_tmrca_lt_threshold	p_overall	20000	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
eas_phlash_median	0.3	region_mean	p_tmrca_lt_threshold	p_overall	30000	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
eas_phlash_median	0.3	region_mean	p_tmrca_lt_threshold	p_overall	40000	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
eas_phlash_median	0.3	region_mean	p_tmrca_lt_threshold	p_overall	50000	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
